250.808, 130.340, 8.347, 11.780 False
250.641, 130.332, 8.347, 11.800 False
250.474, 130.324, 8.347, 11.820 False
250.307, 130.317, 8.347, 11.840 False
250.141, 130.309, 8.346, 11.860 False
249.974, 130.301, 8.346, 11.880 False
249.807, 130.294, 8.346, 11.900 False
249.640, 130.286, 8.346, 11.920 False
249.474, 130.278, 8.346, 11.940 False
249.307, 130.271, 8.345, 11.960 False
249.140, 130.263, 8.345, 11.980 False
248.973, 130.255, 8.345, 12.000 False
248.807, 130.248, 8.345, 12.020 False
248.640, 130.240, 8.345, 12.040 False
248.473, 130.232, 8.344, 12.060 False
248.307, 130.225, 8.344, 12.080 False
248.140, 130.217, 8.344, 12.100 False
247.973, 130.209, 8.344, 12.120 False
247.807, 130.201, 8.344, 12.140 False
247.640, 130.193, 8.344, 12.160 False
247.473, 130.186, 8.343, 12.180 False
247.306, 130.178, 8.343, 12.200 False
247.140, 130.170, 8.343, 12.220 False
246.973, 130.162, 8.343, 12.240 False
246.806, 130.155, 8.343, 12.260 False
246.640, 130.147, 8.343, 12.280 False
246.473, 130.139, 8.343, 12.300 False
246.306, 130.131, 8.342, 12.320 False
246.140, 130.124, 8.342, 12.340 False
245.973, 130.116, 8.342, 12.360 False
245.806, 130.108, 8.342, 12.380 False
245.640, 130.100, 8.342, 12.400 False
245.473, 130.093, 8.342, 12.420 False
245.306, 130.085, 8.342, 12.440 False
245.140, 130.077, 8.341, 12.460 False
244.973, 130.070, 8.341, 12.480 False
244.807, 130.062, 8.341, 12.500 False
244.640, 130.054, 8.341, 12.520 False
244.473, 130.047, 8.341, 12.540 False
244.307, 130.039, 8.341, 12.560 False
244.140, 130.031, 8.341, 12.580 False
243.973, 130.024, 8.341, 12.600 False
243.807, 130.017, 8.340, 12.620 False
243.640, 130.009, 8.340, 12.640 False
243.473, 130.002, 8.340, 12.660 False
243.307, 129.994, 8.340, 12.680 False
243.140, 129.987, 8.340, 12.700 False
242.973, 129.979, 8.340, 12.720 False
242.807, 129.972, 8.340, 12.740 False
242.640, 129.964, 8.340, 12.760 False
242.474, 129.957, 8.340, 12.780 False
242.307, 129.950, 8.339, 12.800 False
242.140, 129.942, 8.339, 12.820 False
241.974, 129.935, 8.339, 12.840 False
241.807, 129.927, 8.339, 12.860 False
241.640, 129.920, 8.339, 12.880 False
241.474, 129.913, 8.339, 12.900 False
241.307, 129.906, 8.339, 12.920 False
241.141, 129.898, 8.339, 12.940 False
240.974, 129.891, 8.339, 12.960 False
240.807, 129.884, 8.339, 12.980 False
240.641, 129.876, 8.339, 13.000 False
240.474, 129.869, 8.338, 13.020 False
240.308, 129.862, 8.338, 13.040 False
240.141, 129.855, 8.338, 13.060 False
